6586.0,1,2
6771.0,1,2
6956.0,4
7048.0,3
7141.0,4
7234.0,3
7326.0,1,2
7511.0,1,2
7697.0,4
7789.0,3
7882.0,4
7974.0,3
8067.0,1,2
8252.0,1,2
8437.0,4
8530.0,3
8623.0,4
8715.0,3
8808.0,1,2
9178.0,3
9548.0,1,2,4
9734.0,2,4
9919.0,1
10011.0,2
10104.0,3
10289.0,1
10474.0,2
10660.0,4
10752.0,3
10845.0,2
11030.0,3
11215.0,4
11400.0,1
11493.0,2
11585.0,3
11771.0,4
11956.0,3
12141.0,4
12234.0,1
12326.0,2
12511.0,4
12697.0,3
12882.0,1
12974.0,2
13067.0,3
13252.0,1
13437.0,2
13623.0,4
13715.0,3
13808.0,2
13993.0,4
14178.0,3
14363.0,2
14456.0,3
14548.0,4
14734.0,1
14919.0,2
15104.0,4
15197.0,2
15289.0,1
15474.0,2,3
15660.0,4
15845.0,1
15937.0,3
16030.0,2
16215.0,1
16400.0,2
16585.0,3
16678.0,4
16771.0,2
16956.0,3
17141.0,4
17326.0,1
17419.0,3
17511.0,2
17697.0,4
17882.0,3
18067.0,4
18160.0,2
18252.0,3
18437.0,4
18623.0,3
18808.0,1
18900.0,4
18993.0,3
19178.0,1
19363.0,2
19548.0,4
19641.0,3
19734.0,2
19919.0,4
20104.0,3
20289.0,1
20382.0,2
20474.0,3
20660.0,1,4
20845.0,3
21030.0,1,2
21215.0,4
21400.0,2,3
21585.0,4
21771.0,1
21863.0,2
21956.0,3
22141.0,1
22326.0,2
22511.0,4
22604.0,3
22697.0,2
22882.0,3
23067.0,4
23252.0,1
23345.0,2
23437.0,3
23623.0,4
23808.0,3
23993.0,2
24085.0,1
24178.0,3
24363.0,4
24548.0,3
24734.0,1
24826.0,2
24919.0,3
25104.0,1
25289.0,2
25474.0,4
25567.0,3
25660.0,2
25845.0,4
26030.0,3
26215.0,2
26308.0,3
26400.0,4
26585.0,1
26771.0,2
26956.0,4
27048.0,1
27141.0,2
27326.0,1,3
27511.0,4
27697.0,1
27789.0,2
27882.0,3
28067.0,1
28252.0,2
28437.0,4
28530.0,3
28623.0,2
28808.0,3
28993.0,4
29178.0,1
29271.0,2
29363.0,3
29548.0,4
29734.0,3
29919.0,1
30011.0,4
30104.0,2
30289.0,2
30474.0,4
30660.0,1
30752.0,2
30845.0,3
31030.0,1
31215.0,2
31400.0,4
31493.0,3
31585.0,2
31771.0,4
31956.0,3
32141.0,2
32234.0,3
32326.0,4
32511.0,2
32697.0,1
32789.0,2
32882.0,4
32974.0,3
33067.0,1
33160.0,2
33252.0,3,4
33437.0,2
33623.0,1,4
33808.0,3
33993.0,1,2
34178.0,4
34363.0,2,3
34548.0,1
34734.0,3,4
34919.0,2
35104.0,1,3
35289.0,4
35474.0,2,3
35660.0,1
35845.0,3,4
36030.0,1
36215.0,2,3
36400.0,4
36585.0,1,2
36771.0,4
36956.0,2,3
37141.0,1
37326.0,2,4
37511.0,3
37697.0,1,2
37882.0,3
38067.0,2,4
38252.0,1
38437.0,2,3
38623.0,1
38808.0,3,4
38993.0,1
39085.0,2
39178.0,1,4
39363.0,2
39548.0,1,3
39734.0,4
39919.0,1,2
40104.0,4
40289.0,2,3
40474.0,1
40660.0,2,3
40845.0,4
41030.0,1,3
41215.0,4
41400.0,2,3
41585.0,1
41771.0,3,4
41956.0,1
42141.0,3,4
42326.0,4
42511.0,1,3
42697.0,2
42882.0,1,4
43067.0,3
43252.0,1,2
43437.0,4
43623.0,2,3
43808.0,1
43900.0,2
43993.0,3
44085.0,4
44178.0,3
44271.0,2
44363.0,1
44548.0,2,3
44734.0,4
44826.0,3
44919.0,2
45011.0,3
45104.0,1,4
45289.0,4
45474.0,2
45567.0,1
45660.0,3
45845.0,1
46030.0,2
46215.0,4
46308.0,3
46400.0,2
46585.0,3
46771.0,4
46956.0,1
47048.0,2
47141.0,3
47326.0,4
47511.0,3
47697.0,4
47789.0,3
47882.0,2
48067.0,4
48252.0,3
48437.0,1
48530.0,2
48623.0,3
48808.0,1
48993.0,2
49178.0,4
49271.0,3
49363.0,2
49548.0,4
49734.0,3
49919.0,2
50011.0,3
50104.0,4
50289.0,1
50474.0,2
50660.0,4
50752.0,3
50845.0,2
51030.0,1,3
51215.0,4
51400.0,1,4
51493.0,2
51585.0,3
51771.0,1
51956.0,2
52141.0,4
52234.0,3
52326.0,2
52511.0,3
52697.0,4
52882.0,1
52974.0,2
53067.0,3
53252.0,4
53437.0,3
53623.0,2
53715.0,4
53808.0,2
53993.0,3
54178.0,4
54363.0,1
54456.0,2
54548.0,3
54734.0,1
54919.0,2
55104.0,4
55197.0,3
55289.0,2
55474.0,4
55660.0,3
55845.0,2
55937.0,3
56030.0,4
56215.0,3
56400.0,1
56585.0,2
56956.0,3,4
57141.0,1
57326.0,2,3
57511.0,4
57697.0,1,2
57882.0,4
58067.0,2,3
58252.0,1
58437.0,3,4
58623.0,2
58808.0,1,3
58993.0,4
59178.0,2,3
59363.0,1
59548.0,3,4
59734.0,1
59919.0,2,3
60104.0,4
60289.0,1,2
60474.0,4
60660.0,1,3
60845.0,2
61030.0,3,4
61215.0,1
61400.0,2,3
61585.0,4
61771.0,1,3
61956.0,2
62141.0,3,4
62326.0,1
62511.0,3,4
62697.0,1
62789.0,2
62882.0,3,4
63067.0,1
63252.0,2,3
63437.0,4
63623.0,1,2
63808.0,4
63993.0,2,3
64178.0,1
64363.0,2,3
64548.0,4
64734.0,1,3
64919.0,4
65104.0,1,3
65289.0,2
65474.0,3,4
65660.0,1
65845.0,2,3
66030.0,4
66215.0,1,3
66400.0,4
66585.0,1,2
66771.0,4
66956.0,2,3
67141.0,4
67326.0,1,2
67511.0,4
67697.0,2,3
67882.0,1
68067.0,3,4
68252.0,2
68437.0,1
68530.0,2
68623.0,3
68808.0,1,2,4
69178.0,1,4
69363.0,1
69548.0,2,3
69919.0,1,4
70104.0,2
70289.0,2,4
70660.0,2,3
70845.0,2
71030.0,1,3
71400.0,2,3
71585.0,2
71771.0,1,4
72141.0,2,4
72326.0,3
72511.0,2,4
72882.0,1,3
73067.0,3
73252.0,1,4
73623.0,2,3
73808.0,1
73993.0,2,3
74363.0,1,3
74548.0,4
74641.0,3
74734.0,1,2,4
75104.0,2,4
75289.0,2
75474.0,3,4
75845.0,1,4
76030.0,2
76215.0,1,4
76585.0,2,3
76771.0,3
76956.0,1,4
77326.0,2,3
77511.0,1
77604.0,2
77697.0,1,4
77882.0,2,3
78067.0,1,4
78252.0,2
78437.0,4
78530.0,3
78623.0,2
78808.0,1,3
78993.0,2
79178.0,1,3,4
79363.0,2
79456.0,1
79548.0,3
79641.0,2
79734.0,4
79826.0,3
79919.0,1
80011.0,2
80104.0,3
80197.0,4
80289.0,2
80382.0,3
80474.0,1
80567.0,2
80660.0,1,3,4
80845.0,2
81030.0,1,3
81215.0,4
81400.0,1,2
81585.0,3
81771.0,2,4
81956.0,1
82141.0,2,3
82326.0,4
82511.0,1,3
82697.0,2
82882.0,1,4
83067.0,3
83252.0,2,4
83437.0,3
83623.0,1,4
83808.0,2
83993.0,3,4
84178.0,1
84363.0,3,4
84548.0,2
84734.0,1,4
84919.0,3
85104.0,2,4
85289.0,3
85474.0,1,2
85660.0,3
85845.0,2,4
86030.0,1
86215.0,3,4
86400.0,2
86493.0,3
86585.0,1,2,4
86771.0,3
86956.0,2,4
87141.0,1
87326.0,2,4
87511.0,3
87697.0,1,4
87882.0,3
88067.0,2,4
88252.0,1
88437.0,2,3
88623.0,1
88808.0,3,4
88993.0,2
89178.0,1,3
89363.0,2
89548.0,1,4
89734.0,2
89919.0,3,4
90104.0,1
90289.0,2,3
90474.0,1
90660.0,3,4
90845.0,2
91030.0,3,4
91215.0,1
91400.0,2,3
91585.0,4
91771.0,1,3
91956.0,2
92141.0,1
92234.0,2
92326.0,3
92419.0,4
92511.0,1,2,3
92697.0,1
92882.0,2,4
93067.0,1
93252.0,3,4
93437.0,1
93623.0,3,4
93808.0,1
93993.0,2,3
94178.0,4
94363.0,1,3
94548.0,2
94734.0,1,4
94919.0,3
95104.0,3,4
95289.0,3
95474.0,1,4
95660.0,2
95845.0,3,4
96030.0,1
96215.0,3,4
96400.0,2
96585.0,1,4
96771.0,2
96956.0,1,3
97141.0,2
97326.0,1,4
97511.0,3
97697.0,2,4
97882.0,1
98067.0,2,3
98252.0,4
98345.0,3
98437.0,1,2,4
98623.0,3
98808.0,1,2
98993.0,4
99178.0,1,3
99363.0,2
99548.0,1,4
99734.0,3
99919.0,2,4
100104.0,1
100289.0,2,3
100474.0,1
100660.0,3,4
100845.0,1
101030.0,3,4
101215.0,2
101400.0,1,4
101585.0,2
101771.0,1,3
101956.0,4
102141.0,1,3
102326.0,2
102511.0,1,4
102697.0,2
102882.0,3,4
102974.0,2
103160.0,1
103252.0,2,3
103437.0,4
103530.0,3
103623.0,2
103715.0,4
103808.0,1
103993.0,3,4
104178.0,2
104363.0,1,4
104456.0,2
104548.0,3
104734.0,2,4
104826.0,3
104919.0,2
105104.0,1
105289.0,2
105474.0,4
105567.0,3
105660.0,2
105845.0,3
106030.0,4
106215.0,1
106308.0,2
106400.0,3
106585.0,4
106771.0,3
106956.0,4
107048.0,2
107141.0,3
107326.0,4
107511.0,3
107697.0,1
107789.0,2
107882.0,3
108067.0,1
108252.0,2
108437.0,4
108530.0,3
108623.0,2
108808.0,4
108993.0,3
109178.0,2
109271.0,3
109363.0,4
109548.0,1
109734.0,2
109919.0,3
110011.0,2
110104.0,4
110289.0,1,3
110474.0,4
110660.0,1
110752.0,2
110845.0,3
111030.0,1
111215.0,2
111400.0,4
111493.0,3
111585.0,2
111771.0,3
111956.0,4
112141.0,1
112234.0,2
112326.0,3
112511.0,4
112697.0,3
112882.0,2
112974.0,3
113067.0,1
113252.0,4
113437.0,3
113623.0,1
113715.0,2
113808.0,3
113993.0,1
114178.0,2
114363.0,4
114456.0,3
114548.0,2
114734.0,3
114919.0,4
115104.0,1
115197.0,2
115289.0,3
115474.0,2
115660.0,1
115752.0,2
115845.0,4
115937.0,3
116030.0,1
116123.0,2
116215.0,1,3,4
116493.0,2,3
116771.0,3,4
117141.0,2,3
117326.0,1,4
117697.0,1,3
117974.0,2,4
118252.0,1,3
118623.0,2,4
118808.0,1,3
119178.0,1,4
119456.0,1,3
119734.0,2,3
120104.0,1,2
120289.0,3,4
120660.0,1,4
120937.0,2,4
121215.0,3,4
121585.0,2,3
121771.0,1,3
122141.0,1,3
122419.0,2,4
122697.0,1,3
123067.0,2,4
123252.0,1,4
123623.0,1,3
123900.0,3,4
124178.0,2,3
124548.0,1,2
124734.0,1,3
125104.0,1,4
127697.0,4
127789.0,3
127882.0,2
127974.0,1
128067.0,2,3,4
128437.0,2,4
128623.0,1
128808.0,2,3
129178.0,1,4
129363.0,3
129548.0,2,4
129919.0,2,3
130104.0,2
130289.0,1,3
130660.0,3,4
130845.0,2
131030.0,3,4
131400.0,1,2
131585.0,3
131771.0,2,4
132141.0,3,4
132326.0,3
132511.0,1,4
132882.0,1,2
133067.0,1
133252.0,2,3
133623.0,1,3
133808.0,4
133900.0,3
133993.0,1,2,4
134363.0,2,4
134548.0,2
134734.0,3,4
135104.0,1,2
135289.0,2
135474.0,1,4
135845.0,2,4
136030.0,3
136215.0,1,4
136585.0,2,3
136956.0,1
137141.0,2,3
137326.0,1,4
137511.0,2
137697.0,4
137789.0,3
137882.0,2
138067.0,3,4
138252.0,2
138437.0,1,4
138623.0,3
138715.0,2
138808.0,1
138900.0,2
138993.0,3
139085.0,4
139178.0,1
139271.0,2
139363.0,3
139456.0,4
139548.0,1
139641.0,2
139734.0,3
139826.0,4
139919.0,1,2,3
140104.0,4
140289.0,2,3
140474.0,4
140660.0,1,2
140845.0,3
141030.0,2,4
141215.0,1
141400.0,2,3
141585.0,4
141771.0,1,3
141956.0,2
142141.0,1,4
142326.0,3
142511.0,2,4
142697.0,3
142882.0,1,4
143067.0,2
143252.0,3,4
143437.0,1
143623.0,3,4
143808.0,2
143993.0,1,4
144178.0,3
144363.0,2,4
144548.0,3
144734.0,1,4
144919.0,3
145104.0,2,4
145289.0,1
145474.0,2,3
145660.0,4
145752.0,3
145845.0,1,2,4
146030.0,3
146215.0,1,2
146400.0,4
146585.0,1,3
146771.0,2
146956.0,1,4
147141.0,3
147326.0,2,4
147511.0,1
147697.0,2,3
147882.0,1
148067.0,3,4
148252.0,1
148437.0,3,4
148623.0,2
148808.0,1,4
148993.0,2
149178.0,1,3
149363.0,4
149548.0,2,3
149734.0,1
149919.0,3,4
150104.0,2
150289.0,1,4
150474.0,2
150660.0,1,3
150845.0,4
151030.0,1,3
151215.0,2
151400.0,4
151493.0,3
151585.0,2
151678.0,1
151771.0,2,3,4
151956.0,1
152141.0,2,3
152326.0,4
152511.0,1,2
152697.0,3
152882.0,2,4
153067.0,1
153252.0,2,3
153437.0,4
153623.0,1,3
153808.0,2
153993.0,1,4
154178.0,3
154363.0,2,4
154548.0,3
154734.0,1,4
154919.0,2
155104.0,3,4
155289.0,1
155474.0,3,4
155660.0,2
155845.0,1,4
156030.0,3
156215.0,2,4
156400.0,3
156585.0,1,2
156771.0,3
156956.0,2,4
157141.0,1
157326.0,3,4
157511.0,2
157604.0,3
157697.0,1,2,4
157882.0,2
158067.0,1,3
158252.0,4
158437.0,1,3
158623.0,2
158808.0,1,4
158993.0,3
159178.0,2,4
159363.0,1
159548.0,2,3
159734.0,1
159919.0,3,4
160104.0,1
160289.0,2,3
160567.0,4
160660.0,2,3
160845.0,1
161030.0,3,4
161215.0,1
161308.0,2
161400.0,3
151493.0,4
161585.0,1
161678.0,2
161771.0,4
161863.0,3
161956.0,2
162048.0,1
162141.0,3,4
162511.0,2,3
162882.0,1,2
163252.0,3,4
163623.0,1,4
163808.0,1,4
164548.0,2,3
164734.0,1,4
164919.0,1,4
